PERMNO,date,TICKER,COMNAM,DLPRC,DLRET,PRC,RET,SHROUT
10107,20070228,MSFT,MICROSOFT CORP,,,28.17000,-0.083927,9792314
10107,20070330,MSFT,MICROSOFT CORP,,,27.87000,-0.010650,9572000
10107,20070430,MSFT,MICROSOFT CORP,,,29.94000,0.074273,9566808
10107,20070531,MSFT,MICROSOFT CORP,,,30.69010,0.028393,9566808
10107,20070629,MSFT,MICROSOFT CORP,,,29.47000,-0.039756,9380000
10107,20070731,MSFT,MICROSOFT CORP,,,28.99000,-0.016288,9380000
10107,20070831,MSFT,MICROSOFT CORP,,,28.73000,-0.005519,9375492
10107,20070928,MSFT,MICROSOFT CORP,,,29.46000,0.025409,9355000
10107,20071031,MSFT,MICROSOFT CORP,,,36.81000,0.249491,9355439
10107,20071130,MSFT,MICROSOFT CORP,,,33.60000,-0.084216,9355439
10107,20071231,MSFT,MICROSOFT CORP,,,35.60000,0.059524,9329000
10107,20080131,MSFT,MICROSOFT CORP,,,32.60000,-0.084270,9306980
10107,20080229,MSFT,MICROSOFT CORP,,,27.19990,-0.162273,9306980
10107,20080331,MSFT,MICROSOFT CORP,,,28.38000,0.043386,9310000
10107,20080430,MSFT,MICROSOFT CORP,,,28.52000,0.004933,9313293
10107,20080530,MSFT,MICROSOFT CORP,,,28.32000,-0.003156,9313293
10107,20080630,MSFT,MICROSOFT CORP,,,27.51000,-0.028602,9151000
10107,20080731,MSFT,MICROSOFT CORP,,,25.72000,-0.065067,9130293
10107,20080829,MSFT,MICROSOFT CORP,,,27.29000,0.065319,9130293
10107,20080930,MSFT,MICROSOFT CORP,,,26.69000,-0.021986,8977000
10107,20081031,MSFT,MICROSOFT CORP,,,22.33000,-0.163357,8895573
10107,20081128,MSFT,MICROSOFT CORP,,,20.22000,-0.088670,8895573
10107,20081231,MSFT,MICROSOFT CORP,,,19.44000,-0.038576,8889000
10107,20090130,MSFT,MICROSOFT CORP,,,17.10000,-0.120370,8890563
10107,20090227,MSFT,MICROSOFT CORP,,,16.15000,-0.047953,8890563
10107,20090331,MSFT,MICROSOFT CORP,,,18.37000,0.137461,8898000
10107,20090430,MSFT,MICROSOFT CORP,,,20.26000,0.102885,8899720
10107,20090529,MSFT,MICROSOFT CORP,,,20.89000,0.037512,8899720
10107,20090630,MSFT,MICROSOFT CORP,,,23.77000,0.137865,8908000
10107,20090731,MSFT,MICROSOFT CORP,,,23.52000,-0.010517,8910674
10107,20090831,MSFT,MICROSOFT CORP,,,24.65000,0.053571,8910674
10107,20090930,MSFT,MICROSOFT CORP,,,25.72000,0.043408,8900000
10107,20091030,MSFT,MICROSOFT CORP,,,27.73000,0.078149,8879121
10107,20091130,MSFT,MICROSOFT CORP,,,29.41000,0.065272,8879121
10107,20091231,MSFT,MICROSOFT CORP,,,30.48000,0.036382,8811000
10107,20100129,MSFT,MICROSOFT CORP,,,28.18000,-0.075459,8770461
10107,20100226,MSFT,MICROSOFT CORP,,,28.67000,0.022001,8770461
10107,20100331,MSFT,MICROSOFT CORP,,,29.28750,0.021538,8762000
10107,20100430,MSFT,MICROSOFT CORP,,,30.53500,0.042595,8763839
10107,20100528,MSFT,MICROSOFT CORP,,,25.80000,-0.150811,8763839
10107,20100630,MSFT,MICROSOFT CORP,,,23.01000,-0.108140,8653567
10107,20100730,MSFT,MICROSOFT CORP,,,25.81000,0.121686,8653567
10107,20100831,MSFT,MICROSOFT CORP,,,23.46500,-0.085819,8653567
10107,20100930,MSFT,MICROSOFT CORP,,,24.49000,0.043682,8562000
10107,20101029,MSFT,MICROSOFT CORP,,,26.66500,0.088812,8555523
10107,20101130,MSFT,MICROSOFT CORP,,,25.25750,-0.046784,8555523
10107,20101231,MSFT,MICROSOFT CORP,,,27.91000,0.105018,8403000
10107,20110131,MSFT,MICROSOFT CORP,,,27.72500,-0.006628,8402382
10107,20110228,MSFT,MICROSOFT CORP,,,26.58000,-0.035528,8402382
10107,20110331,MSFT,MICROSOFT CORP,,,25.39000,-0.044771,8431000
10107,20110429,MSFT,MICROSOFT CORP,,,25.92000,0.020874,8432767
10107,20110531,MSFT,MICROSOFT CORP,,,25.01000,-0.028935,8432767
10107,20110630,MSFT,MICROSOFT CORP,,,26.00000,0.039584,8376000
10107,20110729,MSFT,MICROSOFT CORP,,,27.40000,0.053846,8378266
10107,20110831,MSFT,MICROSOFT CORP,,,26.60000,-0.023358,8378266
10107,20110930,MSFT,MICROSOFT CORP,,,24.89000,-0.064286,8410000
10107,20111031,MSFT,MICROSOFT CORP,,,26.63000,0.069908,8412182
10107,20111130,MSFT,MICROSOFT CORP,,,25.58000,-0.031919,8412182
10107,20111230,MSFT,MICROSOFT CORP,,,25.96000,0.014855,8390771
10107,20120131,MSFT,MICROSOFT CORP,,,29.53000,0.137519,8390771
10107,20120229,MSFT,MICROSOFT CORP,,,31.74000,0.081612,8390771
10107,20120330,MSFT,MICROSOFT CORP,,,32.25500,0.016226,8400000
10107,20120430,MSFT,MICROSOFT CORP,,,32.01500,-0.007441,8400866
10107,20120531,MSFT,MICROSOFT CORP,,,29.19000,-0.081993,8400866
10107,20120629,MSFT,MICROSOFT CORP,,,30.59000,0.047962,8381000
10107,20120731,MSFT,MICROSOFT CORP,,,29.47000,-0.036613,8383397
10107,20120831,MSFT,MICROSOFT CORP,,,30.82000,0.052596,8383397
10107,20120928,MSFT,MICROSOFT CORP,,,29.76000,-0.034393,8422000
10107,20121031,MSFT,MICROSOFT CORP,,,28.54000,-0.040995,8416462
10107,20121130,MSFT,MICROSOFT CORP,,,26.61500,-0.059390,8416462
10107,20121231,MSFT,MICROSOFT CORP,,,26.70970,0.003558,8374000
10107,20130131,MSFT,MICROSOFT CORP,,,27.45000,0.027717,8376245
10107,20130228,MSFT,MICROSOFT CORP,,,27.80000,0.021129,8376245
10107,20130328,MSFT,MICROSOFT CORP,,,28.60500,0.028957,8349000
10107,20130430,MSFT,MICROSOFT CORP,,,33.10000,0.157140,8351107
10107,20130531,MSFT,MICROSOFT CORP,,,34.90000,0.061329,8351107
10107,20130628,MSFT,MICROSOFT CORP,,,34.54500,-0.010172,8328000
10107,20130731,MSFT,MICROSOFT CORP,,,31.84000,-0.078304,8329956
10107,20130830,MSFT,MICROSOFT CORP,,,33.40000,0.056219,8329956
10107,20130930,MSFT,MICROSOFT CORP,,,33.28000,-0.003593,8346000
10107,20131031,MSFT,MICROSOFT CORP,,,35.40500,0.063852,8347968
10107,20131129,MSFT,MICROSOFT CORP,,,38.13000,0.084875,8347968
10107,20131231,MSFT,MICROSOFT CORP,,,37.41000,-0.018883,8300000
10107,20140131,MSFT,MICROSOFT CORP,,,37.84000,0.011494,8300724
10107,20140228,MSFT,MICROSOFT CORP,,,38.31000,0.019820,8300724
10107,20140331,MSFT,MICROSOFT CORP,,,40.99000,0.069956,8260000
10107,20140430,MSFT,MICROSOFT CORP,,,40.40000,-0.014394,8260412
10107,20140530,MSFT,MICROSOFT CORP,,,40.94000,0.020297,8260412
10107,20140630,MSFT,MICROSOFT CORP,,,41.70000,0.018564,8239000
10107,20140731,MSFT,MICROSOFT CORP,,,43.16000,0.035012,8239849
10107,20140829,MSFT,MICROSOFT CORP,,,45.43000,0.059082,8239849
10107,20140930,MSFT,MICROSOFT CORP,,,46.36000,0.020471,8255024
10107,20141031,MSFT,MICROSOFT CORP,,,46.95000,0.012726,8242853
10107,20141128,MSFT,MICROSOFT CORP,,,47.81000,0.024920,8242853
10107,20141231,MSFT,MICROSOFT CORP,,,46.45000,-0.028446,8218000
10107,20150130,MSFT,MICROSOFT CORP,,,40.40000,-0.130248,8203785
10107,20150227,MSFT,MICROSOFT CORP,,,43.85000,0.093069,8203785
10107,20150331,MSFT,MICROSOFT CORP,,,40.65500,-0.072862,8113000
10107,20150430,MSFT,MICROSOFT CORP,,,48.64000,0.196409,8089575
10107,20150529,MSFT,MICROSOFT CORP,,,46.86000,-0.030222,8089575
10107,20150630,MSFT,MICROSOFT CORP,,,44.15000,-0.057832,8027000
10107,20150731,MSFT,MICROSOFT CORP,,,46.70000,0.057758,7997981
10107,20150831,MSFT,MICROSOFT CORP,,,43.52000,-0.061456,7997981
10107,20150930,MSFT,MICROSOFT CORP,,,44.26000,0.017004,7986000
10107,20151030,MSFT,MICROSOFT CORP,,,52.64000,0.189336,7987913
10107,20151130,MSFT,MICROSOFT CORP,,,54.35000,0.039324,7987913
10107,20151231,MSFT,MICROSOFT CORP,,,55.48000,0.020791,7925000
10107,20160129,MSFT,MICROSOFT CORP,,,55.09000,-0.007030,7909303
10107,20160229,MSFT,MICROSOFT CORP,,,50.88000,-0.069886,7909303
10107,20160331,MSFT,MICROSOFT CORP,,,55.23000,0.085495,7870000
10107,20160429,MSFT,MICROSOFT CORP,,,49.87000,-0.097049,7860467
10107,20160531,MSFT,MICROSOFT CORP,,,53.00000,0.069982,7860467
10107,20160630,MSFT,MICROSOFT CORP,,,51.17000,-0.034528,7808000
10145,20060731,HON,HONEYWELL INTERNATIONAL INC,,,38.70000,-0.039702,818941
10145,20060831,HON,HONEYWELL INTERNATIONAL INC,,,38.72000,0.006379,818941
10145,20060929,HON,HONEYWELL INTERNATIONAL INC,,,40.90000,0.056302,818941
10145,20061031,HON,HONEYWELL INTERNATIONAL INC,,,42.12000,0.029829,816510
10145,20061130,HON,HONEYWELL INTERNATIONAL INC,,,42.98000,0.025804,816510
10145,20061229,HON,HONEYWELL INTERNATIONAL INC,,,45.24000,0.052583,816510
10145,20070131,HON,HONEYWELL INTERNATIONAL INC,,,45.69000,0.009947,816510
10145,20070228,HON,HONEYWELL INTERNATIONAL INC,,,46.40000,0.021011,799928
10145,20070330,HON,HONEYWELL INTERNATIONAL INC,,,46.06000,-0.007328,794532
10145,20070430,HON,HONEYWELL INTERNATIONAL INC,,,54.18000,0.176292,779718
10145,20070531,HON,HONEYWELL INTERNATIONAL INC,,,57.91000,0.073459,779718
10145,20070629,HON,HONEYWELL INTERNATIONAL INC,,,56.28000,-0.028147,779718
10145,20070731,HON,HONEYWELL INTERNATIONAL INC,,,57.51000,0.021855,748396
10145,20070831,HON,HONEYWELL INTERNATIONAL INC,,,56.15000,-0.019301,748396
10145,20070928,HON,HONEYWELL INTERNATIONAL INC,,,59.47000,0.059127,748396
10145,20071031,HON,HONEYWELL INTERNATIONAL INC,,,60.41000,0.015806,746770
10145,20071130,HON,HONEYWELL INTERNATIONAL INC,,,56.62000,-0.058600,746770
10145,20071231,HON,HONEYWELL INTERNATIONAL INC,,,61.57000,0.087425,746770
10145,20080131,HON,HONEYWELL INTERNATIONAL INC,,,59.07000,-0.040604,746770
10145,20080229,HON,HONEYWELL INTERNATIONAL INC,,,57.54000,-0.021246,744383
10145,20080331,HON,HONEYWELL INTERNATIONAL INC,,,56.42000,-0.019465,741000
10145,20080430,HON,HONEYWELL INTERNATIONAL INC,,,59.40000,0.052818,741524
10145,20080530,HON,HONEYWELL INTERNATIONAL INC,,,59.62000,0.008333,741524
10145,20080630,HON,HONEYWELL INTERNATIONAL INC,,,50.28000,-0.156659,741524
10145,20080731,HON,HONEYWELL INTERNATIONAL INC,,,50.84000,0.011138,744436
10145,20080829,HON,HONEYWELL INTERNATIONAL INC,,,50.17000,-0.007770,744436
10145,20080930,HON,HONEYWELL INTERNATIONAL INC,,,41.55000,-0.171816,744436
10145,20081031,HON,HONEYWELL INTERNATIONAL INC,,,30.45000,-0.267148,726287
10145,20081128,HON,HONEYWELL INTERNATIONAL INC,,,27.86000,-0.076026,726287
10145,20081231,HON,HONEYWELL INTERNATIONAL INC,,,32.83000,0.178392,726287
10145,20090130,HON,HONEYWELL INTERNATIONAL INC,,,32.81000,-0.000609,726287
10145,20090227,HON,HONEYWELL INTERNATIONAL INC,,,26.83000,-0.173042,735181
10145,20090331,HON,HONEYWELL INTERNATIONAL INC,,,27.86000,0.038390,735753
10145,20090430,HON,HONEYWELL INTERNATIONAL INC,,,31.21000,0.120244,743849
10145,20090529,HON,HONEYWELL INTERNATIONAL INC,,,33.16000,0.072172,743849
10145,20090630,HON,HONEYWELL INTERNATIONAL INC,,,31.40000,-0.053076,743849
10145,20090731,HON,HONEYWELL INTERNATIONAL INC,,,34.70000,0.105096,752054
10145,20090831,HON,HONEYWELL INTERNATIONAL INC,,,36.76000,0.068084,752054
10145,20090930,HON,HONEYWELL INTERNATIONAL INC,,,37.15000,0.010609,752054
10145,20091030,HON,HONEYWELL INTERNATIONAL INC,,,35.89000,-0.033917,763044
10145,20091130,HON,HONEYWELL INTERNATIONAL INC,,,38.47000,0.080315,763044
10145,20091231,HON,HONEYWELL INTERNATIONAL INC,,,39.20000,0.018976,763044
10145,20100129,HON,HONEYWELL INTERNATIONAL INC,,,38.64000,-0.014286,763044
10145,20100226,HON,HONEYWELL INTERNATIONAL INC,,,40.16000,0.047166,764552
10145,20100331,HON,HONEYWELL INTERNATIONAL INC,,,45.27000,0.127241,764976
10145,20100430,HON,HONEYWELL INTERNATIONAL INC,,,47.47000,0.048597,766182
10145,20100528,HON,HONEYWELL INTERNATIONAL INC,,,42.77000,-0.092637,766182
10145,20100630,HON,HONEYWELL INTERNATIONAL INC,,,39.03000,-0.087445,766182
10145,20100730,HON,HONEYWELL INTERNATIONAL INC,,,42.86000,0.098130,772210
10145,20100831,HON,HONEYWELL INTERNATIONAL INC,,,39.06000,-0.081603,772210
10145,20100930,HON,HONEYWELL INTERNATIONAL INC,,,43.94000,0.124936,772210
10145,20101029,HON,HONEYWELL INTERNATIONAL INC,,,47.11000,0.072144,780173
10145,20101130,HON,HONEYWELL INTERNATIONAL INC,,,49.71000,0.061611,780173
10145,20101231,HON,HONEYWELL INTERNATIONAL INC,,,53.16000,0.069403,780173
10145,20110131,HON,HONEYWELL INTERNATIONAL INC,,,56.01000,0.053612,780173
10145,20110228,HON,HONEYWELL INTERNATIONAL INC,,,57.91000,0.039859,784122
10145,20110331,HON,HONEYWELL INTERNATIONAL INC,,,59.71000,0.031083,785076
10145,20110429,HON,HONEYWELL INTERNATIONAL INC,,,61.23000,0.025456,787008
10145,20110531,HON,HONEYWELL INTERNATIONAL INC,,,59.55000,-0.022007,787008
10145,20110630,HON,HONEYWELL INTERNATIONAL INC,,,59.59000,0.000672,787008
10145,20110729,HON,HONEYWELL INTERNATIONAL INC,,,53.10000,-0.108911,782425
10145,20110831,HON,HONEYWELL INTERNATIONAL INC,,,47.81000,-0.093362,782425
10145,20110930,HON,HONEYWELL INTERNATIONAL INC,,,43.91000,-0.081573,782425
10145,20111031,HON,HONEYWELL INTERNATIONAL INC,,,52.40000,0.193350,773497
10145,20111130,HON,HONEYWELL INTERNATIONAL INC,,,54.15000,0.040506,773497
10145,20111230,HON,HONEYWELL INTERNATIONAL INC,,,54.35000,0.003693,773497
10145,20120131,HON,HONEYWELL INTERNATIONAL INC,,,58.04000,0.067893,773497
10145,20120229,HON,HONEYWELL INTERNATIONAL INC,,,59.57000,0.032779,775364
10145,20120330,HON,HONEYWELL INTERNATIONAL INC,,,61.05000,0.024845,776278
10145,20120430,HON,HONEYWELL INTERNATIONAL INC,,,60.66000,-0.006388,779181
10145,20120531,HON,HONEYWELL INTERNATIONAL INC,,,55.66000,-0.076286,779181
10145,20120629,HON,HONEYWELL INTERNATIONAL INC,,,55.84000,0.003234,779181
10145,20120731,HON,HONEYWELL INTERNATIONAL INC,,,58.05000,0.039577,780569
10145,20120831,HON,HONEYWELL INTERNATIONAL INC,,,58.45000,0.013308,780569
10145,20120928,HON,HONEYWELL INTERNATIONAL INC,,,59.75000,0.022241,780569
10145,20121031,HON,HONEYWELL INTERNATIONAL INC,,,61.24000,0.024937,783372
10145,20121130,HON,HONEYWELL INTERNATIONAL INC,,,61.33000,0.008165,783372
10145,20121231,HON,HONEYWELL INTERNATIONAL INC,,,63.47000,0.034893,783372
10145,20130131,HON,HONEYWELL INTERNATIONAL INC,,,68.24000,0.075154,783372
10145,20130228,HON,HONEYWELL INTERNATIONAL INC,,,70.10000,0.033265,783788
10145,20130328,HON,HONEYWELL INTERNATIONAL INC,,,75.35000,0.074893,782520
10145,20130430,HON,HONEYWELL INTERNATIONAL INC,,,73.54000,-0.024021,786784
10145,20130531,HON,HONEYWELL INTERNATIONAL INC,,,78.46000,0.072478,786784
10145,20130628,HON,HONEYWELL INTERNATIONAL INC,,,79.34000,0.011216,786784
10145,20130731,HON,HONEYWELL INTERNATIONAL INC,,,82.98000,0.045879,784843
10145,20130830,HON,HONEYWELL INTERNATIONAL INC,,,79.57000,-0.036153,784843
10145,20130930,HON,HONEYWELL INTERNATIONAL INC,,,83.04000,0.043609,784843
10145,20131031,HON,HONEYWELL INTERNATIONAL INC,,,86.73000,0.044436,784673
10145,20131129,HON,HONEYWELL INTERNATIONAL INC,,,88.51000,0.025712,784673
10145,20131231,HON,HONEYWELL INTERNATIONAL INC,,,91.37000,0.032313,784673
10145,20140131,HON,HONEYWELL INTERNATIONAL INC,,,91.23000,-0.001532,784673
10145,20140228,HON,HONEYWELL INTERNATIONAL INC,,,94.44000,0.040118,784132
10145,20140331,HON,HONEYWELL INTERNATIONAL INC,,,92.76000,-0.017789,781993
10145,20140430,HON,HONEYWELL INTERNATIONAL INC,,,92.90000,0.001509,783120
10145,20140530,HON,HONEYWELL INTERNATIONAL INC,,,93.15000,0.007535,783120
10145,20140630,HON,HONEYWELL INTERNATIONAL INC,,,92.95000,-0.002147,783120
10145,20140731,HON,HONEYWELL INTERNATIONAL INC,,,91.83000,-0.012049,782544
10145,20140829,HON,HONEYWELL INTERNATIONAL INC,,,95.23000,0.041925,782544
10145,20140930,HON,HONEYWELL INTERNATIONAL INC,,,93.12000,-0.022157,782544
10145,20141031,HON,HONEYWELL INTERNATIONAL INC,,,96.12000,0.032216,782810
10145,20141128,HON,HONEYWELL INTERNATIONAL INC,,,99.07000,0.036075,782810
10145,20141231,HON,HONEYWELL INTERNATIONAL INC,,,99.92000,0.008580,782810
10145,20150130,HON,HONEYWELL INTERNATIONAL INC,,,97.76000,-0.021617,782810
10145,20150227,HON,HONEYWELL INTERNATIONAL INC,,,102.78000,0.056644,782663
10145,20150331,HON,HONEYWELL INTERNATIONAL INC,,,104.31000,0.014886,780629
